id,attr_time,attr_x,attr_y,attr_z
1,1436608595916,-0.01565675,0.08127163,-0.031499397
2,1436608595936,-0.017489348,0.082798794,-0.03272113
3,1436608595956,-0.010769829,0.08188249,-0.03516459
4,1436608595976,-0.009853531,0.07852274,-0.03272113
5,1436608595996,-0.009853531,0.08035533,-0.036997184
6,1436608596016,-0.020849105,0.084020525,-0.03974608
7,1436608596036,-0.019321943,0.0931835,-0.04096781
8,1436608596056,-0.022987133,0.097765,-0.04096781
9,1436608596076,-0.017794779,0.101430185,-0.041273244
10,1436608596096,-0.018405644,0.098681286,-0.03302656
11,1436608596116,-0.019627374,0.0791336,-0.03302656
12,1436608596136,-0.015962183,0.07058149,-0.026917908
13,1436608596156,-0.009853531,0.0800499,-0.033637427
14,1436608596177,-0.009548098,0.09379437,-0.03302656
15,1436608596197,-0.017794779,0.09990302,-0.034553725
16,1436608596217,-0.01901651,0.10540081,-0.031193964
17,1436608596237,-0.009548098,0.09135091,-0.026612476
18,1436608596257,-0.003439445,0.08615856,-0.02233642
19,1436608596277,-0.0040503107,0.080966204,-0.020809256
20,1436608596297,-0.016267616,0.07943904,-0.024474448
21,1436608596317,-0.03092838,0.08799115,-0.031193964
22,1436608596337,-0.039175063,0.09898672,-0.041578673
23,1436608596357,-0.036426168,0.10631711,-0.049519923
24,1436608596377,-0.023903431,0.10692797,-0.047076464
25,1436608596397,-0.017794779,0.10356821,-0.041578673
26,1436608596417,-0.011075262,0.09745956,-0.037913483
27,1436608596437,-0.0061883405,0.09807043,-0.034859158
28,1436608596457,-0.0040503107,0.09623783,-0.027834207
29,1436608596477,-0.0061883405,0.08768572,-0.020198392
30,1436608596497,-0.018100211,0.080966204,-0.025696179
31,1436608596517,-0.02145997,0.08218793,-0.025696179
32,1436608596537,-0.01657305,0.08615856,-0.028750505
33,1436608596557,-0.0040503107,0.09012918,-0.026001612
34,1436608596578,0.007861562,0.08951831,-0.022947285
35,1436608596597,0.0057235323,0.08676942,-0.020809256
36,1436608596617,0.0054180995,0.080966204,-0.017144065
37,1436608596637,-0.008326367,0.07669014,-0.021725554
38,1436608596657,-0.015045885,0.07363582,-0.022641852
39,1436608596677,-0.0071046352,0.07027606,-0.026917908
40,1436608596697,-0.0028285794,0.072108656,-0.022641852
41,1436608596717,-0.0009959862,0.07882817,-0.019892959
42,1436608596737,0.0008366108,0.082493365,-0.020809256
43,1436608596757,0.00022574514,0.084020525,-0.022947285
44,1436608596777,-0.005577475,0.07882817,-0.021725554
45,1436608596797,-0.008326367,0.07180322,-0.026307043
46,1436608596817,0.00022574514,0.07333039,-0.024474448
47,1436608596838,0.006639831,0.06905433,-0.019892959
48,1436608596857,0.010915887,0.07577384,-0.021114688
49,1436608596877,0.0029746406,0.07058149,-0.019282093
50,1436608596897,-0.0003851205,0.0678326,-0.020809256
51,1436608596917,-0.0046611764,0.07424668,-0.020809256
52,1436608596937,-0.0028285794,0.072108656,-0.023252718
53,1436608596957,-0.0037448779,0.083715096,-0.02477988
54,1436608596978,-0.008020934,0.095321536,-0.026612476
55,1436608596997,-0.009242665,0.100208454,-0.020198392
56,1436608597017,-0.0101589635,0.08646399,-0.018060362
57,1436608597037,-0.009548098,0.07455212,-0.024474448
58,1436608597057,-0.011075262,0.06233481,-0.032110263
59,1436608597077,-0.008020934,0.0669163,-0.03394286
60,1436608597097,-0.0019122809,0.07058149,-0.03608089
61,1436608597117,0.0051126666,0.08524226,-0.03516459
