id,attr_time,attr_x,attr_y,attr_z
1,1436170463029,-0.025404021,-0.086517125,0.07694247
2,1436170463030,-0.026014887,-0.14577106,0.08488372
3,1436170463049,-0.031818107,-0.16837306,0.07755333
4,1436170463065,-0.044951707,-0.122863606,0.06777949
5,1436170463083,-0.065415695,-0.112784326,0.06350344
6,1436170463103,-0.043424547,-0.108508274,0.06350344
7,1436170463125,-0.034261566,-0.0947638,0.06472517
8,1436170463144,-0.02754205,-0.09140404,0.07785877
9,1436170463164,-0.015324745,-0.092625774,0.08763261
10,1436170463184,-0.008910656,-0.16318071,0.07877506
11,1436170463203,-0.023876857,-0.19494571,0.073888145
12,1436170463226,-0.031207241,-0.1546286,0.058311082
13,1436170463244,-0.03212354,-0.1256125,0.05861651
14,1436170463266,-0.050449498,-0.111562595,0.07113925
15,1436170463286,-0.056252718,-0.12225274,0.0772479
16,1436170463306,-0.040981084,-0.13538635,0.0650306
17,1436170463326,-0.030290943,-0.15615577,0.058311082
18,1436170463346,-0.034567,-0.15951551,0.061365407
19,1436170463366,-0.041286517,-0.15035254,0.06991752
20,1436170463387,-0.03212354,-0.1219473,0.075415306
21,1436170463406,-0.024793155,-0.08621169,0.09649016
22,1436170463430,-0.0110486895,-0.12713966,0.090076074
23,1436170463445,0.00483381,-0.13691351,0.07663704
24,1436170463558,-0.019295368,-0.15126884,0.06350344
25,1436170463559,-0.062361367,-0.19372398,0.05372959
26,1436170463563,-0.065721124,-0.14516018,0.048537236
27,1436170463564,-0.046784304,-0.06880203,0.07297184
28,1436170463585,-0.021127965,-0.10209419,0.090076074
29,1436170463586,0.0033066422,-0.16470787,0.091603234
30,1436170463587,-0.013797581,-0.19341853,0.08488372
31,1436170463628,-0.058696177,-0.17020567,0.06441973
32,1436170463629,-0.065721124,-0.15065798,0.04701007
33,1436170463690,-0.05777988,-0.11034086,0.05708935
34,1436170463691,-0.028458346,-0.12713966,0.07663704
35,1436170463692,0.0036120787,-0.18914248,0.07449901
36,1436170463737,-0.00096940994,-0.21357709,0.07510988
37,1436170463738,-0.045868006,-0.1695948,0.07083382
38,1436170463743,-0.06052877,-0.11889298,0.068084925
39,1436170463763,-0.06877545,-0.109730005,0.07327728
40,1436170463784,-0.06297223,-0.12591793,0.072666414
41,1436170463804,-0.038537625,-0.13233201,0.07144468
42,1436170463864,-0.027236618,-0.14027327,0.07480444
43,1436170463868,-0.016241044,-0.15798835,0.06747406
44,1436170463869,-0.029069211,-0.16623503,0.07205555
45,1436170463884,-0.0486169,-0.16287528,0.072666414
46,1436170463903,-0.045257144,-0.13660806,0.06777949
47,1436170463923,-0.035177864,-0.121641874,0.07602617
48,1436170463945,-0.02998551,-0.19891633,0.07175012
49,1436170463964,-0.03945392,-0.23587367,0.06747406
50,1436170463990,-0.048006035,-0.20166522,0.06747406
51,1436170464004,-0.033345267,-0.12775053,0.073888145
52,1436170464024,-0.030290943,-0.11522779,0.08335656
53,1436170464043,-0.033956133,-0.14271672,0.08182939
54,1436170464063,-0.049533196,-0.18120123,0.07083382
55,1436170464085,-0.047089737,-0.20410869,0.061976273
56,1436170464106,-0.025709454,-0.1396624,0.08060766
57,1436170464124,-0.014408447,-0.13172115,0.09526843
58,1436170464145,-0.022960559,-0.2013598,0.08885434
59,1436170464164,-0.033039838,-0.22518353,0.07877506
60,1436170464185,-0.05197666,-0.1836447,0.05281329
61,1436170464204,-0.06022334,-0.12805596,0.051896997
62,1436170464224,-0.044646278,-0.0975127,0.07144468
63,1436170464244,-0.035177864,-0.10239962,0.08946521
64,1436170464263,-0.027236618,-0.16440244,0.092824966
65,1436170464283,-0.022349693,-0.21724229,0.0772479
66,1436170464303,-0.030901808,-0.19005878,0.056173053
67,1436170464323,-0.051671226,-0.11553322,0.061365407
68,1436170464343,-0.05472555,-0.07613242,0.07144468
69,1436170464363,-0.026931185,-0.08773886,0.08366199
70,1436170464383,-0.010743253,-0.1274451,0.08885434
71,1436170464403,-0.0110486895,-0.16501331,0.07663704
72,1436170464422,-0.023876857,-0.17784147,0.06533603
73,1436170464443,-0.041897383,-0.099956155,0.06472517
74,1436170464463,-0.039759353,-0.04528372,0.068084925
75,1436170464483,-0.047089737,-0.08285193,0.07510988
76,1436170464503,-0.031818107,-0.10301048,0.06747406
77,1436170464523,-0.009521522,-0.1106463,0.07358271
78,1436170464543,-0.0037183017,-0.16409701,0.08366199
79,1436170464563,-0.017768204,-0.20441411,0.08854891
80,1436170464583,-0.040064786,-0.17936864,0.07694247
81,1436170464603,-0.056252718,-0.103926785,0.08396742
82,1436170464623,-0.07305151,-0.06391511,0.08946521
83,1436170464643,-0.07213521,-0.14546561,0.06716862
84,1436170464665,-0.017768204,-0.17723061,0.03570907
85,1436170464685,-0.030290943,-0.002523154,0.051896997
86,1436170464707,-0.018684503,-0.07918674,0.08610545
87,1436170464727,-0.005856335,-0.24595295,0.079996794
88,1436170464744,-0.031818107,-0.2435095,0.06716862
89,1436170464764,-0.033956133,-0.13721894,0.049758967
90,1436170464787,-0.028152913,-0.043451115,0.053118728
91,1436170464808,-0.009826958,-0.053530402,0.08335656
92,1436170464824,-0.026931185,-0.1677622,0.10015535
93,1436170464844,-0.024793155,-0.18303382,0.08488372
94,1436170464892,-0.020822532,-0.099650726,0.069612086
95,1436170464893,-0.030596375,-0.06727487,0.0650306
96,1436170464914,-0.046784304,-0.1124789,0.08335656
97,1436170464924,-0.0635831,-0.15401773,0.08030223
98,1436170464949,-0.044035412,-0.076743275,0.06441973
99,1436170464964,-0.01257585,-0.07888131,0.06167084
100,1436170464985,-0.0037183017,-0.14668734,0.06441973
101,1436170465005,-0.009521522,-0.21235536,0.073888145
102,1436170465024,-0.018073637,-0.20074892,0.09190867
103,1436170465045,-0.027236618,-0.18792075,0.094963
104,1436170465068,-0.035177864,-0.15157427,0.08824348
105,1436170465101,-0.04617344,-0.108508274,0.06777949
106,1436170465104,-0.047089737,-0.098123565,0.061365407
107,1436170465125,-0.0486169,-0.07857587,0.07113925
108,1436170465144,-0.038537625,-0.10239962,0.084272854
109,1436170465165,-0.017768204,-0.15340687,0.08732718
110,1436170465187,-0.019600801,-0.18059038,0.07602617
111,1436170465208,-0.028458346,-0.16562417,0.062587135
112,1436170465228,-0.036094163,-0.09201491,0.06716862
113,1436170465249,-0.027236618,-0.08621169,0.074193574
114,1436170465265,-0.025404021,-0.12500164,0.07877506
115,1436170465285,-0.016546473,-0.15126884,0.074193574
116,1436170465305,-0.020211667,-0.16745676,0.07175012
117,1436170465367,-0.03487243,-0.16134812,0.078164205
118,1436170465368,-0.023571424,-0.15951551,0.085800014
119,1436170465369,-0.022349693,-0.15707205,0.090076074
120,1436170465387,-0.030290943,-0.13660806,0.07297184
121,1436170465406,-0.013186716,-0.11767125,0.069612086
122,1436170465435,-0.0092160925,-0.14088413,0.07755333
123,1436170465449,-0.024487723,-0.17448172,0.08366199
124,1436170465465,-0.017768204,-0.18669902,0.085494585
125,1436170465492,-0.014408447,-0.16104269,0.074193574
126,1436170465506,-0.016851906,-0.14485475,0.07633161
127,1436170465528,-0.028152913,-0.12988855,0.059838243
128,1436170465548,-0.027236618,-0.1219473,0.061976273
129,1436170465566,-0.029680077,-0.09781813,0.0659469
130,1436170465585,-0.03670503,-0.07307809,0.07022295
131,1436170465605,-0.032734405,-0.0703292,0.07755333
132,1436170465625,-0.020822532,-0.11828212,0.079691365
